id,ignore_abundance,signature,database_name,output,ksize,sequence_to_compare,database
H7_B003588_S211_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/H7_B003588_S211.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/H7_B003588_S211_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
H7_B003588_S211_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/H7_B003588_S211.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/H7_B003588_S211_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
H7_B003588_S211_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/H7_B003588_S211.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/H7_B003588_S211_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
H7_B003588_S211_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/H7_B003588_S211.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/H7_B003588_S211_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
I22_B002095_S22_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/I22_B002095_S22.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/I22_B002095_S22_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
I22_B002095_S22_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/I22_B002095_S22.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/I22_B002095_S22_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
I22_B002095_S22_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/I22_B002095_S22.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/I22_B002095_S22_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
I22_B002095_S22_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/I22_B002095_S22.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/I22_B002095_S22_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
I3_B003573_S63_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/I3_B003573_S63.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/I3_B003573_S63_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
I3_B003573_S63_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/I3_B003573_S63.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/I3_B003573_S63_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
I3_B003573_S63_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/I3_B003573_S63.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/I3_B003573_S63_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
I3_B003573_S63_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/I3_B003573_S63.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/I3_B003573_S63_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
J11_B003573_S95_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/J11_B003573_S95.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/J11_B003573_S95_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
J11_B003573_S95_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/J11_B003573_S95.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/J11_B003573_S95_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
J11_B003573_S95_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/J11_B003573_S95.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/J11_B003573_S95_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
J11_B003573_S95_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/J11_B003573_S95.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/J11_B003573_S95_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
J8_B003528_S224_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/J8_B003528_S224.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/J8_B003528_S224_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
J8_B003528_S224_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/J8_B003528_S224.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/J8_B003528_S224_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
J8_B003528_S224_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/J8_B003528_S224.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/J8_B003528_S224_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
J8_B003528_S224_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/J8_B003528_S224.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/J8_B003528_S224_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
K7_B002073_S103_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/K7_B002073_S103.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/K7_B002073_S103_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
K7_B002073_S103_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/K7_B002073_S103.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/K7_B002073_S103_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
K7_B002073_S103_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/K7_B002073_S103.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/K7_B002073_S103_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
K7_B002073_S103_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/K7_B002073_S103.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/K7_B002073_S103_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
L16_B003588_S16_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/L16_B003588_S16.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/L16_B003588_S16_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
L16_B003588_S16_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/L16_B003588_S16.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/L16_B003588_S16_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
L16_B003588_S16_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/L16_B003588_S16.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/L16_B003588_S16_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
L16_B003588_S16_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/L16_B003588_S16.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/L16_B003588_S16_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
L5_B003588_S5_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/L5_B003588_S5.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/L5_B003588_S5_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
L5_B003588_S5_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/L5_B003588_S5.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/L5_B003588_S5_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
L5_B003588_S5_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/L5_B003588_S5.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/L5_B003588_S5_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
L5_B003588_S5_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/L5_B003588_S5.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/L5_B003588_S5_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
M1_B000420_S61_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/M1_B000420_S61.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/M1_B000420_S61_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
M1_B000420_S61_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/M1_B000420_S61.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/M1_B000420_S61_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
M1_B000420_S61_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/M1_B000420_S61.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/M1_B000420_S61_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
M1_B000420_S61_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/M1_B000420_S61.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/M1_B000420_S61_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
M23_B002097_S251_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/M23_B002097_S251.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/M23_B002097_S251_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
M23_B002097_S251_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/M23_B002097_S251.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/M23_B002097_S251_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
M23_B002097_S251_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/M23_B002097_S251.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/M23_B002097_S251_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
M23_B002097_S251_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/M23_B002097_S251.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/M23_B002097_S251_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
N15_B000420_S99_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/N15_B000420_S99.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/N15_B000420_S99_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
N15_B000420_S99_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/N15_B000420_S99.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/N15_B000420_S99_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
N15_B000420_S99_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/N15_B000420_S99.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/N15_B000420_S99_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
N15_B000420_S99_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/N15_B000420_S99.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/N15_B000420_S99_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
O3_B003573_S207_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/O3_B003573_S207.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/O3_B003573_S207_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
O3_B003573_S207_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/O3_B003573_S207.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/O3_B003573_S207_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
O3_B003573_S207_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/O3_B003573_S207.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/O3_B003573_S207_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
O3_B003573_S207_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/O3_B003573_S207.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/O3_B003573_S207_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
P14_B000420_S146_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/P14_B000420_S146.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/P14_B000420_S146_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
P14_B000420_S146_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/P14_B000420_S146.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/P14_B000420_S146_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
P14_B000420_S146_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/P14_B000420_S146.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/P14_B000420_S146_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
P14_B000420_S146_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/P14_B000420_S146.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/P14_B000420_S146_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
P2_B003125_S14_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/P2_B003125_S14.signature,tabula-muris-k21-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k21-protein/P2_B003125_S14_ignore-abundance=False.csv,21,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k21-protein/tabula-muris-k21-protein/
P2_B003125_S14_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/P2_B003125_S14.signature,tabula-muris-k27-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k27-protein/P2_B003125_S14_ignore-abundance=False.csv,27,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k27-protein/tabula-muris-k27-protein/
P2_B003125_S14_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/P2_B003125_S14.signature,tabula-muris-k33-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k33-protein/P2_B003125_S14_ignore-abundance=False.csv,33,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k33-protein/tabula-muris-k33-protein/
P2_B003125_S14_ignore-abundance=False,False,s3://olgabot-maca/lung_cancer/sourmash_v4/P2_B003125_S14.signature,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/P2_B003125_S14_ignore-abundance=False.csv,51,protein,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/
